crisno,sentence_number_int_aligned,sentence_number_int_aligned_groupmethod,sentence1,sentence2,sentence3,sentence4
74,30,30,"This news triggered a crisis for Australia, Belgium, Canada, Denmark, Estonia, Finland, France, Lithuania, Luxembourg, the Netherlands, New Zealand, Norway, Poland, Romania, Sweden, and Switzerland.","This news triggered a crisis for Australia, Belgium, Canada, Denmark, Estonia, Finland, France, Lithuania, Luxembourg, the Netherlands, New Zealand, Norway, Poland, Romania, Sweden, and Switzerland.",,
74,31,31,"In Australia, Prime Minister Menzies stated on the 23rd that, if Britain were forced to go to war, it would not be alone.","In Australia, Prime Minister Menzies stated on the 23rd that, if Britain were forced to go to war, it would not be alone.",,
74,32,32,The following day Menzies issued a declaration confirming the unity in the ranks of the British Empire.,The following day Menzies issued a declaration confirming the unity in the ranks of the British Empire.,,
74,33,33,The Australian response was Menzies's declaration of war on 3 September.,The Australian response was Menzies's declaration of war on 3 September.,,
74,34,34,"Belgium's King Leopold, addressing the Oslo powers on 23 August, appealed to the major powers to maintain peace.","Belgium's King Leopold, addressing the Oslo powers (Belgium, Denmark, Finland, Luxembourg, the Netherlands, Norway, Sweden) on 23 August, appealed to the major powers to maintain peace.",,
74,35,35,"On the 25th, at a meeting of Belgium's Council of Ministers, it was decided to place the Belgian forces at home on a war footing: active divisions and first reserves were mobilized, automobiles and horses were requisitioned, and frontier patrols were posted.","On the 25th, at a meeting of Belgium's Council of Ministers, it was decided to place the Belgian forces at home on a war footing: active divisions and first reserves were mobilized, automobiles and horses were requisitioned, and frontier patrols were posted.",,
74,36,36,That day the prime minister gave the German charg d'affaires assurances that the actions of the Belgian government constituted an affirmation of its independence and its wish to stay out of any conflict.,That day the prime minister gave the German charg d'affaires assurances that the actions of the Belgian government constituted an affirmation of its independence and its wish to stay out of any conflict.,,
74,37,37,"On 23 August Canada's Prime Minister, Mackenzie King, declared that parliament would be summoned the moment the situation required it, stating that the powers of the War Reserve Act would be utilized to place Canada on a war footing.","On 23 August Canada's Prime Minister, Mackenzie King, declared that parliament would be summoned the moment the situation required it, stating that the powers of the War Reserve Act would be utilized to place Canada on a war footing.",,
74,38,38,"On the 26th Canada's foreign minister sent identical appeals to Germany, Poland, and Italy urging the avoidance of war and the solving of issues through conference and negotiation.","On the 26th Canada's foreign minister sent identical appeals to Germany, Poland, and Italy urging the avoidance of war and the solving of issues through conference and negotiation.",,
74,39,39,The Canadian major response to the crisis was at an emergency cabinet meeting on 1 September.,The Canadian major response to the crisis was at an emergency cabinet meeting on 1 September.,,
74,40,40,Canada vowed to stand by Britain.,Canada vowed to stand by Britain.,,
74,41,41,"The mobilization of army and navy forces was to be completed, and measures were taken for Canada's defense and the granting of aid to Britain.","The mobilization of army and navy forces was to be completed, and measures were taken for Canada's defense and the granting of aid to Britain.",,
74,42,42,On the 10th Canada declared war on Germany.,On the 10th Canada declared war on Germany.,,
74,43,43,"Despite a Non-Aggression Pact signed with Germany in May 1939, the 22 August announcement triggered a crisis for Denmark, which sought assurances from both Germany and the U.K. that its neutrality would be respected.","Despite a Non-Aggression Pact signed with Germany in May 1939, the 22 August announcement triggered a crisis for Denmark, which sought assurances from both Germany and the U.K. that its neutrality would be respected.",,
74,44,44,"On the 28th these assurances were given by Germany, and on the 30th by the U.K. Denmark's major response came on 1 September when the Rigodag met to ensure that Danish forces were adequate to carry out the task of protecting the country's neutrality.","On the 28th these assurances were given by Germany, and on the 30th by the U.K. Denmark's major response came on 1 September when the Rigodag met to ensure that Danish forces were adequate to carry out the task of protecting the country's neutrality.",,
74,45,45,A large concentration of Soviet troops stationed along the Estonian/USSR border posed a serious threat to Estonia.,A large concentration of Soviet troops stationed along the Estonian/USSR border posed a serious threat to Estonia.,,
74,46,46,"In the hope of maintaining German guarantees, Foreign Minister Selter responded to the German-Soviet Non-Aggression Pact by offering congratulations to the German government and stating his conviction that Germany, according to its Non-Aggression Treaties with Estonia and the Soviet Union, had prepared the ground for ensuring Estonian security.","In the hope of maintaining German guarantees, Foreign Minister Selter responded to the German-Soviet Non-Aggression Pact by offering congratulations to the German government and stating his conviction that Germany, according to its Non-Aggression Treaties with Estonia and the Soviet Union, had prepared the ground for ensuring Estonian security.",,
74,47,47,"For Finland, the assumption that permanent hostility between Germany and the Soviet Union would maintain a balance of power in the Baltic region was shattered on 22 August.","For Finland, the assumption that permanent hostility between Germany and the Soviet Union would maintain a balance of power in the Baltic region was shattered on 22 August.",,
